num_epochs,lr_generator,lr_discriminator,schedule,nb_step_discrim,nb_epoch_fade_in_new_layer,EMA_value,device,use_loss,momment_loss,scaling_penalty,betas_generator,betas_discriminator,scaling,batch_size,num_batches_per_epoch,target_len,nb_features,ks_conv,key_features,value_features,ks_value,ks_query,ks_key,num_workers,path_to_pretrain,cardinality,embedding_dim,dataset,which_model,model_id,bucket_name,channel_nb,pos_enc_dimension,self_attention,TrainingJobName,encoder_network_factor,DownloadStatus,TrainingJobStatus,SaveLocation,UploadS3,UploadS3Location,context_length,LARS,missing_values_stretch,cold_start_value
3500,5e-05,5e-05,"[1000, 2000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,64,100,32,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,21_09_2021__15_49_02__530,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len32-21092021-154902-530,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len32-21092021-154902-530,0,False,,
4500,5e-05,5e-05,"[1000, 2000, 3000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,64,100,64,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,21_09_2021__15_49_22__279,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len64-21092021-154922-279,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len64-21092021-154922-279,0,False,,
5500,5e-05,5e-05,"[1000, 2000, 3000, 4000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,64,100,128,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,21_09_2021__15_49_44__127,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len128-21092021-154944-127,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len128-21092021-154944-127,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,64,100,256,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,21_09_2021__15_50_05__331,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len256-21092021-155005-331,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len256-21092021-155005-331,0,False,,
2500,5e-05,5e-05,[1000],1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,16,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,21_09_2021__16_49_38__478,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len16-21092021-164938-478,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len16-21092021-164938-478,16,False,,
3500,5e-05,5e-05,"[1000, 2000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,32,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,21_09_2021__16_49_57__186,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len32-21092021-164957-186,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len32-21092021-164957-186,16,False,,
4500,5e-05,5e-05,"[1000, 2000, 3000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,64,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,21_09_2021__16_50_18__478,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len64-21092021-165018-478,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len64-21092021-165018-478,16,False,,
5500,5e-05,5e-05,"[1000, 2000, 3000, 4000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,128,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,21_09_2021__16_50_38__950,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len128-21092021-165038-950,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len128-21092021-165038-950,16,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,256,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,21_09_2021__16_50_58__997,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len256-21092021-165058-997,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len256-21092021-165058-997,16,False,,
2500,5e-05,5e-05,[1000],1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,16,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,21_09_2021__16_51_18__961,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len16-21092021-165118-961,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len16-21092021-165118-961,16,False,,
3500,5e-05,5e-05,"[1000, 2000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,32,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,21_09_2021__16_51_39__652,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len32-21092021-165139-652,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len32-21092021-165139-652,16,False,,
4500,5e-05,5e-05,"[1000, 2000, 3000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,64,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,21_09_2021__16_51_59__804,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len64-21092021-165159-804,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len64-21092021-165159-804,16,False,,
5500,5e-05,5e-05,"[1000, 2000, 3000, 4000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,128,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,21_09_2021__16_52_19__343,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len128-21092021-165219-343,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len128-21092021-165219-343,16,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,256,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,21_09_2021__16_52_41__322,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len256-21092021-165241-322,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len256-21092021-165241-322,16,False,,
2500,5e-05,5e-05,[1000],1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,16,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,21_09_2021__16_53_01__124,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len16-21092021-165301-124,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len16-21092021-165301-124,16,False,,
3500,5e-05,5e-05,"[1000, 2000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,32,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,21_09_2021__16_53_25__416,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len32-21092021-165325-416,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len32-21092021-165325-416,16,False,,
4500,5e-05,5e-05,"[1000, 2000, 3000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,64,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,21_09_2021__16_53_46__302,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len64-21092021-165346-302,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len64-21092021-165346-302,16,False,,
5500,5e-05,5e-05,"[1000, 2000, 3000, 4000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,128,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,21_09_2021__16_54_07__119,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len128-21092021-165407-119,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len128-21092021-165407-119,16,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,256,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,21_09_2021__18_15_09__737,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len256-21092021-181509-737,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len256-21092021-181509-737,64,False,,
2500,5e-05,5e-05,[1000],1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,16,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,21_09_2021__18_15_46__757,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len16-21092021-181546-757,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len16-21092021-181546-757,16,False,,
3500,5e-05,5e-05,"[1000, 2000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,32,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,21_09_2021__18_16_06__416,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len32-21092021-181606-416,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len32-21092021-181606-416,16,False,,
4500,5e-05,5e-05,"[1000, 2000, 3000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,64,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,21_09_2021__18_16_26__7,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len64-21092021-181626-7,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len64-21092021-181626-7,16,False,,
5500,5e-05,5e-05,"[1000, 2000, 3000, 4000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,128,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,21_09_2021__18_16_48__755,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len128-21092021-181648-755,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len128-21092021-181648-755,16,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,256,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,21_09_2021__18_17_09__155,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len256-21092021-181709-155,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len256-21092021-181709-155,16,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,21_09_2021__19_26_19__968,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len256-21092021-192619-968,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len256-21092021-192619-968,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,21_09_2021__19_26_38__902,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len256-21092021-192638-902,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len256-21092021-192638-902,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,21_09_2021__19_26_58__621,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len256-21092021-192658-621,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len256-21092021-192658-621,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,21_09_2021__19_27_23__944,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len256-21092021-192723-944,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len256-21092021-192723-944,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,21_09_2021__19_27_43__291,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len256-21092021-192743-291,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len256-21092021-192743-291,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,21_09_2021__19_28_19__667,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len256-21092021-192819-667,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len256-21092021-192819-667,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,21_09_2021__19_28_43__965,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len256-21092021-192843-965,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len256-21092021-192843-965,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,21_09_2021__19_29_04__875,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len256-21092021-192904-875,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len256-21092021-192904-875,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,21_09_2021__19_29_24__299,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len256-21092021-192924-299,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len256-21092021-192924-299,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,21_09_2021__19_29_44__46,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len256-21092021-192944-46,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len256-21092021-192944-46,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,21_09_2021__19_30_10__343,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len256-21092021-193010-343,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len256-21092021-193010-343,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,21_09_2021__19_30_30__801,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len256-21092021-193030-801,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len256-21092021-193030-801,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,2,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,21_09_2021__19_31_37__167,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len256-21092021-193137-167,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len256-21092021-193137-167,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,2,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,21_09_2021__19_32_03__666,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len256-21092021-193203-666,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len256-21092021-193203-666,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,2,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,21_09_2021__19_32_23__952,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len256-21092021-193223-952,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len256-21092021-193223-952,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,2,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,21_09_2021__19_32_44__840,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len256-21092021-193244-840,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len256-21092021-193244-840,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,2,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,21_09_2021__19_33_05__761,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len256-21092021-193305-761,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len256-21092021-193305-761,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,2,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,21_09_2021__19_33_25__44,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len256-21092021-193325-44,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len256-21092021-193325-44,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,2,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,21_09_2021__19_33_49__210,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len256-21092021-193349-210,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len256-21092021-193349-210,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,2,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,21_09_2021__19_34_11__87,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len256-21092021-193411-87,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len256-21092021-193411-87,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,2,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,21_09_2021__19_34_31__408,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len256-21092021-193431-408,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len256-21092021-193431-408,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,2,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,21_09_2021__19_34_51__705,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len256-21092021-193451-705,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len256-21092021-193451-705,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,2,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,22_09_2021__00_15_44__805,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len256-22092021-001544-805,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len256-22092021-001544-805,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,2,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,22_09_2021__00_16_05__301,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len256-22092021-001605-301,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len256-22092021-001605-301,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,22_09_2021__00_18_03__863,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len256-22092021-001803-863,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len256-22092021-001803-863,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,22_09_2021__00_18_24__128,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len256-22092021-001824-128,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len256-22092021-001824-128,0,False,,
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,0,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,128,100,256,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,22_09_2021__00_18_56__77,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len256-22092021-001856-77,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len256-22092021-001856-77,0,False,,
