Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
6862,Guangxi,China,2020-02-12,222.0,1.0
6863,Guangxi,China,2020-02-13,222.0,2.0
6864,Guangxi,China,2020-02-14,226.0,2.0
6865,Guangxi,China,2020-02-15,235.0,2.0
6866,Guangxi,China,2020-02-16,237.0,2.0
6867,Guangxi,China,2020-02-17,238.0,2.0
6868,Guangxi,China,2020-02-18,242.0,2.0
6869,Guangxi,China,2020-02-19,244.0,2.0
6870,Guangxi,China,2020-02-20,245.0,2.0
6871,Guangxi,China,2020-02-21,246.0,2.0
6872,Guangxi,China,2020-02-22,249.0,2.0
6873,Guangxi,China,2020-02-23,249.0,2.0
6874,Guangxi,China,2020-02-24,251.0,2.0
6875,Guangxi,China,2020-02-25,252.0,2.0
6876,Guangxi,China,2020-02-26,252.0,2.0
6877,Guangxi,China,2020-02-27,252.0,2.0
6878,Guangxi,China,2020-02-28,252.0,2.0
6879,Guangxi,China,2020-02-29,252.0,2.0
6880,Guangxi,China,2020-03-01,252.0,2.0
6881,Guangxi,China,2020-03-02,252.0,2.0
6882,Guangxi,China,2020-03-03,252.0,2.0
6883,Guangxi,China,2020-03-04,252.0,2.0
6884,Guangxi,China,2020-03-05,252.0,2.0
6885,Guangxi,China,2020-03-06,252.0,2.0
6886,Guangxi,China,2020-03-07,252.0,2.0
6887,Guangxi,China,2020-03-08,252.0,2.0
6888,Guangxi,China,2020-03-09,252.0,2.0
6889,Guangxi,China,2020-03-10,252.0,2.0
6890,Guangxi,China,2020-03-11,252.0,2.0
6891,Guangxi,China,2020-03-12,252.0,2.0
6892,Guangxi,China,2020-03-13,252.0,2.0
6893,Guangxi,China,2020-03-14,252.0,2.0
6894,Guangxi,China,2020-03-15,252.0,2.0
6895,Guangxi,China,2020-03-16,252.0,2.0
6896,Guangxi,China,2020-03-17,253.0,2.0
6897,Guangxi,China,2020-03-18,253.0,2.0
6898,Guangxi,China,2020-03-19,253.0,2.0
6899,Guangxi,China,2020-03-20,254.0,2.0
6900,Guangxi,China,2020-03-21,254.0,2.0
6901,Guangxi,China,2020-03-22,254.0,2.0
6902,Guangxi,China,2020-03-23,254.0,2.0
6903,Guangxi,China,2020-03-24,254.0,2.0
6904,Guangxi,China,2020-03-25,254.0,2.0
6905,Guangxi,China,2020-03-26,254.0,2.0
6906,Guangxi,China,2020-03-27,254.0,2.0
6907,Guangxi,China,2020-03-28,254.0,2.0
6908,Guangxi,China,2020-03-29,254.0,2.0
6909,Guangxi,China,2020-03-30,254.0,2.0
6910,Guangxi,China,2020-03-31,254.0,2.0
6911,Guangxi,China,2020-04-01,254.0,2.0
6912,Guangxi,China,2020-04-02,254.0,2.0
6913,Guangxi,China,2020-04-03,254.0,2.0
6914,Guangxi,China,2020-04-04,254.0,2.0
6915,Guangxi,China,2020-04-05,254.0,2.0
6916,Guangxi,China,2020-04-06,254.0,2.0
6917,Guangxi,China,2020-04-07,254.0,2.0
6918,Guangxi,China,2020-04-08,254.0,2.0
6919,Guangxi,China,2020-04-09,254.0,2.0
6920,Guangxi,China,2020-04-10,254.0,2.0
6921,Guangxi,China,2020-04-11,254.0,2.0
6922,Guangxi,China,2020-04-12,254.0,2.0
6923,Guangxi,China,2020-04-13,254.0,2.0
6924,Guangxi,China,2020-04-14,254.0,2.0
6925,Guangxi,China,2020-04-15,254.0,2.0
6926,Guangxi,China,2020-04-16,254.0,2.0
6927,Guangxi,China,2020-04-17,254.0,2.0
6928,Guangxi,China,2020-04-18,254.0,2.0
6929,Guangxi,China,2020-04-19,254.0,2.0
6930,Guangxi,China,2020-04-20,254.0,2.0
6931,Guangxi,China,2020-04-21,254.0,2.0
6955,Guizhou,China,2020-01-22,1.0,0.0
6956,Guizhou,China,2020-01-23,3.0,0.0
6957,Guizhou,China,2020-01-24,3.0,0.0
6958,Guizhou,China,2020-01-25,4.0,0.0
6959,Guizhou,China,2020-01-26,5.0,0.0
6960,Guizhou,China,2020-01-27,7.0,0.0
6961,Guizhou,China,2020-01-28,9.0,0.0
6962,Guizhou,China,2020-01-29,9.0,0.0
6963,Guizhou,China,2020-01-30,12.0,0.0
6964,Guizhou,China,2020-01-31,29.0,0.0
6965,Guizhou,China,2020-02-01,29.0,0.0
6966,Guizhou,China,2020-02-02,38.0,0.0
6967,Guizhou,China,2020-02-03,46.0,0.0
6968,Guizhou,China,2020-02-04,58.0,0.0
6969,Guizhou,China,2020-02-05,64.0,1.0
6970,Guizhou,China,2020-02-06,71.0,1.0
6971,Guizhou,China,2020-02-07,81.0,1.0
6972,Guizhou,China,2020-02-08,89.0,1.0
6973,Guizhou,China,2020-02-09,99.0,1.0
6974,Guizhou,China,2020-02-10,109.0,1.0
6975,Guizhou,China,2020-02-11,127.0,1.0
6976,Guizhou,China,2020-02-12,133.0,1.0
6977,Guizhou,China,2020-02-13,135.0,1.0
6978,Guizhou,China,2020-02-14,140.0,1.0
6979,Guizhou,China,2020-02-15,143.0,1.0
6980,Guizhou,China,2020-02-16,144.0,1.0
6981,Guizhou,China,2020-02-17,146.0,1.0
6982,Guizhou,China,2020-02-18,146.0,2.0
6983,Guizhou,China,2020-02-19,146.0,2.0
6984,Guizhou,China,2020-02-20,146.0,2.0
6985,Guizhou,China,2020-02-21,146.0,2.0
6986,Guizhou,China,2020-02-22,146.0,2.0
6987,Guizhou,China,2020-02-23,146.0,2.0
6988,Guizhou,China,2020-02-24,146.0,2.0
6989,Guizhou,China,2020-02-25,146.0,2.0
6990,Guizhou,China,2020-02-26,146.0,2.0
6991,Guizhou,China,2020-02-27,146.0,2.0
6992,Guizhou,China,2020-02-28,146.0,2.0
6993,Guizhou,China,2020-02-29,146.0,2.0
6994,Guizhou,China,2020-03-01,146.0,2.0
6995,Guizhou,China,2020-03-02,146.0,2.0
6996,Guizhou,China,2020-03-03,146.0,2.0
6997,Guizhou,China,2020-03-04,146.0,2.0
6998,Guizhou,China,2020-03-05,146.0,2.0
6999,Guizhou,China,2020-03-06,146.0,2.0
7000,Guizhou,China,2020-03-07,146.0,2.0
7001,Guizhou,China,2020-03-08,146.0,2.0
7002,Guizhou,China,2020-03-09,146.0,2.0
7003,Guizhou,China,2020-03-10,146.0,2.0
7004,Guizhou,China,2020-03-11,146.0,2.0
7005,Guizhou,China,2020-03-12,146.0,2.0
7006,Guizhou,China,2020-03-13,146.0,2.0
7007,Guizhou,China,2020-03-14,146.0,2.0
7008,Guizhou,China,2020-03-15,146.0,2.0
7009,Guizhou,China,2020-03-16,146.0,2.0
7010,Guizhou,China,2020-03-17,147.0,2.0
7011,Guizhou,China,2020-03-18,146.0,2.0
7012,Guizhou,China,2020-03-19,146.0,2.0
7013,Guizhou,China,2020-03-20,146.0,2.0
7014,Guizhou,China,2020-03-21,146.0,2.0
7015,Guizhou,China,2020-03-22,146.0,2.0
7016,Guizhou,China,2020-03-23,146.0,2.0
7017,Guizhou,China,2020-03-24,146.0,2.0
7018,Guizhou,China,2020-03-25,146.0,2.0
7019,Guizhou,China,2020-03-26,146.0,2.0
7020,Guizhou,China,2020-03-27,146.0,2.0
7021,Guizhou,China,2020-03-28,146.0,2.0
7022,Guizhou,China,2020-03-29,146.0,2.0
7023,Guizhou,China,2020-03-30,146.0,2.0
7024,Guizhou,China,2020-03-31,146.0,2.0
7025,Guizhou,China,2020-04-01,146.0,2.0
7026,Guizhou,China,2020-04-02,146.0,2.0
7027,Guizhou,China,2020-04-03,146.0,2.0
7028,Guizhou,China,2020-04-04,146.0,2.0
7029,Guizhou,China,2020-04-05,146.0,2.0
7030,Guizhou,China,2020-04-06,146.0,2.0
7031,Guizhou,China,2020-04-07,146.0,2.0
7032,Guizhou,China,2020-04-08,146.0,2.0
7033,Guizhou,China,2020-04-09,146.0,2.0
7034,Guizhou,China,2020-04-10,146.0,2.0
7035,Guizhou,China,2020-04-11,146.0,2.0
7036,Guizhou,China,2020-04-12,146.0,2.0
7037,Guizhou,China,2020-04-13,146.0,2.0
7038,Guizhou,China,2020-04-14,146.0,2.0
7039,Guizhou,China,2020-04-15,146.0,2.0
7040,Guizhou,China,2020-04-16,146.0,2.0
7041,Guizhou,China,2020-04-17,146.0,2.0
7042,Guizhou,China,2020-04-18,146.0,2.0
7043,Guizhou,China,2020-04-19,147.0,2.0
7044,Guizhou,China,2020-04-20,147.0,2.0
7045,Guizhou,China,2020-04-21,147.0,2.0
7069,Hainan,China,2020-01-22,4.0,0.0
7070,Hainan,China,2020-01-23,5.0,0.0
7071,Hainan,China,2020-01-24,8.0,0.0
7072,Hainan,China,2020-01-25,19.0,0.0
7073,Hainan,China,2020-01-26,22.0,0.0
7074,Hainan,China,2020-01-27,33.0,1.0
7075,Hainan,China,2020-01-28,40.0,1.0
7076,Hainan,China,2020-01-29,43.0,1.0
7077,Hainan,China,2020-01-30,46.0,1.0
7078,Hainan,China,2020-01-31,52.0,1.0
7079,Hainan,China,2020-02-01,62.0,1.0
7080,Hainan,China,2020-02-02,64.0,1.0
7081,Hainan,China,2020-02-03,72.0,1.0
7082,Hainan,China,2020-02-04,80.0,1.0
7083,Hainan,China,2020-02-05,99.0,1.0
7084,Hainan,China,2020-02-06,106.0,1.0
7085,Hainan,China,2020-02-07,117.0,2.0
7086,Hainan,China,2020-02-08,124.0,2.0
7087,Hainan,China,2020-02-09,131.0,3.0
7088,Hainan,China,2020-02-10,138.0,3.0
7089,Hainan,China,2020-02-11,144.0,3.0
7090,Hainan,China,2020-02-12,157.0,4.0
7091,Hainan,China,2020-02-13,157.0,4.0
7092,Hainan,China,2020-02-14,159.0,4.0
7093,Hainan,China,2020-02-15,162.0,4.0
7094,Hainan,China,2020-02-16,162.0,4.0
7095,Hainan,China,2020-02-17,163.0,4.0
7096,Hainan,China,2020-02-18,163.0,4.0
7097,Hainan,China,2020-02-19,168.0,4.0
7098,Hainan,China,2020-02-20,168.0,4.0
7099,Hainan,China,2020-02-21,168.0,4.0
7100,Hainan,China,2020-02-22,168.0,4.0
7101,Hainan,China,2020-02-23,168.0,5.0
7102,Hainan,China,2020-02-24,168.0,5.0
7103,Hainan,China,2020-02-25,168.0,5.0
7104,Hainan,China,2020-02-26,168.0,5.0
7105,Hainan,China,2020-02-27,168.0,5.0
7106,Hainan,China,2020-02-28,168.0,5.0
7107,Hainan,China,2020-02-29,168.0,5.0
7108,Hainan,China,2020-03-01,168.0,5.0
7109,Hainan,China,2020-03-02,168.0,5.0
7110,Hainan,China,2020-03-03,168.0,5.0
7111,Hainan,China,2020-03-04,168.0,5.0
7112,Hainan,China,2020-03-05,168.0,6.0
7113,Hainan,China,2020-03-06,168.0,6.0
7114,Hainan,China,2020-03-07,168.0,6.0
7115,Hainan,China,2020-03-08,168.0,6.0
7116,Hainan,China,2020-03-09,168.0,6.0
7117,Hainan,China,2020-03-10,168.0,6.0
7118,Hainan,China,2020-03-11,168.0,6.0
7119,Hainan,China,2020-03-12,168.0,6.0
7120,Hainan,China,2020-03-13,168.0,6.0
7121,Hainan,China,2020-03-14,168.0,6.0
7122,Hainan,China,2020-03-15,168.0,6.0
7123,Hainan,China,2020-03-16,168.0,6.0
7124,Hainan,China,2020-03-17,168.0,6.0
7125,Hainan,China,2020-03-18,168.0,6.0
7126,Hainan,China,2020-03-19,168.0,6.0
7127,Hainan,China,2020-03-20,168.0,6.0
7128,Hainan,China,2020-03-21,168.0,6.0
7129,Hainan,China,2020-03-22,168.0,6.0
7130,Hainan,China,2020-03-23,168.0,6.0
7131,Hainan,China,2020-03-24,168.0,6.0
7132,Hainan,China,2020-03-25,168.0,6.0
7133,Hainan,China,2020-03-26,168.0,6.0
7134,Hainan,China,2020-03-27,168.0,6.0
7135,Hainan,China,2020-03-28,168.0,6.0
7136,Hainan,China,2020-03-29,168.0,6.0
7137,Hainan,China,2020-03-30,168.0,6.0
7138,Hainan,China,2020-03-31,168.0,6.0
7139,Hainan,China,2020-04-01,168.0,6.0
7140,Hainan,China,2020-04-02,168.0,6.0
7141,Hainan,China,2020-04-03,168.0,6.0
7142,Hainan,China,2020-04-04,168.0,6.0
7143,Hainan,China,2020-04-05,168.0,6.0
7144,Hainan,China,2020-04-06,168.0,6.0
7145,Hainan,China,2020-04-07,168.0,6.0
7146,Hainan,China,2020-04-08,168.0,6.0
7147,Hainan,China,2020-04-09,168.0,6.0
7148,Hainan,China,2020-04-10,168.0,6.0
7149,Hainan,China,2020-04-11,168.0,6.0
7150,Hainan,China,2020-04-12,168.0,6.0
7151,Hainan,China,2020-04-13,168.0,6.0
7152,Hainan,China,2020-04-14,168.0,6.0
7153,Hainan,China,2020-04-15,168.0,6.0
7154,Hainan,China,2020-04-16,168.0,6.0
7155,Hainan,China,2020-04-17,168.0,6.0
7156,Hainan,China,2020-04-18,168.0,6.0
7157,Hainan,China,2020-04-19,168.0,6.0
7158,Hainan,China,2020-04-20,168.0,6.0
7159,Hainan,China,2020-04-21,168.0,6.0
7183,Hebei,China,2020-01-22,1.0,0.0
7184,Hebei,China,2020-01-23,1.0,1.0
7185,Hebei,China,2020-01-24,2.0,1.0
7186,Hebei,China,2020-01-25,8.0,1.0
7187,Hebei,China,2020-01-26,13.0,1.0
7188,Hebei,China,2020-01-27,18.0,1.0
7189,Hebei,China,2020-01-28,33.0,1.0
7190,Hebei,China,2020-01-29,48.0,1.0
7191,Hebei,China,2020-01-30,65.0,1.0
7192,Hebei,China,2020-01-31,82.0,1.0
7193,Hebei,China,2020-02-01,96.0,1.0
7194,Hebei,China,2020-02-02,104.0,1.0
7195,Hebei,China,2020-02-03,113.0,1.0
7196,Hebei,China,2020-02-04,126.0,1.0
7197,Hebei,China,2020-02-05,135.0,1.0
7198,Hebei,China,2020-02-06,157.0,1.0
7199,Hebei,China,2020-02-07,172.0,1.0
7200,Hebei,China,2020-02-08,195.0,1.0
7201,Hebei,China,2020-02-09,206.0,2.0
7202,Hebei,China,2020-02-10,218.0,2.0
7203,Hebei,China,2020-02-11,239.0,2.0
7204,Hebei,China,2020-02-12,251.0,2.0
7205,Hebei,China,2020-02-13,265.0,3.0
7206,Hebei,China,2020-02-14,283.0,3.0
7207,Hebei,China,2020-02-15,291.0,3.0
7208,Hebei,China,2020-02-16,300.0,3.0
7209,Hebei,China,2020-02-17,301.0,3.0
7210,Hebei,China,2020-02-18,306.0,4.0
7211,Hebei,China,2020-02-19,306.0,4.0
7212,Hebei,China,2020-02-20,307.0,5.0
7213,Hebei,China,2020-02-21,308.0,5.0
7214,Hebei,China,2020-02-22,309.0,6.0
7215,Hebei,China,2020-02-23,311.0,6.0
7216,Hebei,China,2020-02-24,311.0,6.0
7217,Hebei,China,2020-02-25,311.0,6.0
7218,Hebei,China,2020-02-26,312.0,6.0
7219,Hebei,China,2020-02-27,317.0,6.0
7220,Hebei,China,2020-02-28,318.0,6.0
7221,Hebei,China,2020-02-29,318.0,6.0
7222,Hebei,China,2020-03-01,318.0,6.0
7223,Hebei,China,2020-03-02,318.0,6.0
7224,Hebei,China,2020-03-03,318.0,6.0
7225,Hebei,China,2020-03-04,318.0,6.0
7226,Hebei,China,2020-03-05,318.0,6.0
7227,Hebei,China,2020-03-06,318.0,6.0
7228,Hebei,China,2020-03-07,318.0,6.0
7229,Hebei,China,2020-03-08,318.0,6.0
7230,Hebei,China,2020-03-09,318.0,6.0
7231,Hebei,China,2020-03-10,318.0,6.0
7232,Hebei,China,2020-03-11,318.0,6.0
7233,Hebei,China,2020-03-12,318.0,6.0
7234,Hebei,China,2020-03-13,318.0,6.0
7235,Hebei,China,2020-03-14,318.0,6.0
7236,Hebei,China,2020-03-15,318.0,6.0
7237,Hebei,China,2020-03-16,318.0,6.0
7238,Hebei,China,2020-03-17,318.0,6.0
7239,Hebei,China,2020-03-18,318.0,6.0
7240,Hebei,China,2020-03-19,318.0,6.0
7241,Hebei,China,2020-03-20,318.0,6.0
7242,Hebei,China,2020-03-21,318.0,6.0
7243,Hebei,China,2020-03-22,319.0,6.0
7244,Hebei,China,2020-03-23,319.0,6.0
7245,Hebei,China,2020-03-24,319.0,6.0
7246,Hebei,China,2020-03-25,319.0,6.0
7247,Hebei,China,2020-03-26,319.0,6.0
7248,Hebei,China,2020-03-27,319.0,6.0
7249,Hebei,China,2020-03-28,319.0,6.0
7250,Hebei,China,2020-03-29,319.0,6.0
7251,Hebei,China,2020-03-30,321.0,6.0
7252,Hebei,China,2020-03-31,321.0,6.0
7253,Hebei,China,2020-04-01,323.0,6.0
7254,Hebei,China,2020-04-02,325.0,6.0
7255,Hebei,China,2020-04-03,326.0,6.0
7256,Hebei,China,2020-04-04,326.0,6.0
7257,Hebei,China,2020-04-05,327.0,6.0
7258,Hebei,China,2020-04-06,327.0,6.0
7259,Hebei,China,2020-04-07,327.0,6.0
7260,Hebei,China,2020-04-08,327.0,6.0
7261,Hebei,China,2020-04-09,327.0,6.0
7262,Hebei,China,2020-04-10,327.0,6.0
7263,Hebei,China,2020-04-11,327.0,6.0
7264,Hebei,China,2020-04-12,327.0,6.0
7265,Hebei,China,2020-04-13,327.0,6.0
7266,Hebei,China,2020-04-14,327.0,6.0
7267,Hebei,China,2020-04-15,327.0,6.0
7268,Hebei,China,2020-04-16,328.0,6.0
7269,Hebei,China,2020-04-17,328.0,6.0
7270,Hebei,China,2020-04-18,328.0,6.0
7271,Hebei,China,2020-04-19,328.0,6.0
7272,Hebei,China,2020-04-20,328.0,6.0
7273,Hebei,China,2020-04-21,328.0,6.0
7297,Heilongjiang,China,2020-01-22,0.0,0.0
7298,Heilongjiang,China,2020-01-23,2.0,0.0
7299,Heilongjiang,China,2020-01-24,4.0,1.0
7300,Heilongjiang,China,2020-01-25,9.0,1.0
7301,Heilongjiang,China,2020-01-26,15.0,1.0
7302,Heilongjiang,China,2020-01-27,21.0,1.0
7303,Heilongjiang,China,2020-01-28,33.0,1.0
7304,Heilongjiang,China,2020-01-29,38.0,1.0
7305,Heilongjiang,China,2020-01-30,44.0,2.0
7306,Heilongjiang,China,2020-01-31,59.0,2.0
7307,Heilongjiang,China,2020-02-01,80.0,2.0
7308,Heilongjiang,China,2020-02-02,95.0,2.0
7309,Heilongjiang,China,2020-02-03,121.0,2.0
7310,Heilongjiang,China,2020-02-04,155.0,2.0
7311,Heilongjiang,China,2020-02-05,190.0,2.0
7312,Heilongjiang,China,2020-02-06,227.0,3.0
7313,Heilongjiang,China,2020-02-07,277.0,3.0
7314,Heilongjiang,China,2020-02-08,295.0,5.0
7315,Heilongjiang,China,2020-02-09,307.0,6.0
7316,Heilongjiang,China,2020-02-10,331.0,7.0
7317,Heilongjiang,China,2020-02-11,360.0,8.0
7318,Heilongjiang,China,2020-02-12,378.0,8.0
7319,Heilongjiang,China,2020-02-13,395.0,9.0
7320,Heilongjiang,China,2020-02-14,419.0,11.0
7321,Heilongjiang,China,2020-02-15,425.0,11.0
7322,Heilongjiang,China,2020-02-16,445.0,11.0
7323,Heilongjiang,China,2020-02-17,457.0,11.0
7324,Heilongjiang,China,2020-02-18,464.0,11.0
7325,Heilongjiang,China,2020-02-19,470.0,12.0
7326,Heilongjiang,China,2020-02-20,476.0,12.0
7327,Heilongjiang,China,2020-02-21,479.0,12.0
7328,Heilongjiang,China,2020-02-22,479.0,12.0
7329,Heilongjiang,China,2020-02-23,480.0,12.0
7330,Heilongjiang,China,2020-02-24,480.0,12.0
7331,Heilongjiang,China,2020-02-25,480.0,12.0
7332,Heilongjiang,China,2020-02-26,480.0,12.0
7333,Heilongjiang,China,2020-02-27,480.0,13.0
7334,Heilongjiang,China,2020-02-28,480.0,13.0
7335,Heilongjiang,China,2020-02-29,480.0,13.0
7336,Heilongjiang,China,2020-03-01,480.0,13.0
7337,Heilongjiang,China,2020-03-02,480.0,13.0
7338,Heilongjiang,China,2020-03-03,480.0,13.0
7339,Heilongjiang,China,2020-03-04,480.0,13.0
7340,Heilongjiang,China,2020-03-05,481.0,13.0
7341,Heilongjiang,China,2020-03-06,481.0,13.0
7342,Heilongjiang,China,2020-03-07,481.0,13.0
7343,Heilongjiang,China,2020-03-08,481.0,13.0
7344,Heilongjiang,China,2020-03-09,481.0,13.0
7345,Heilongjiang,China,2020-03-10,481.0,13.0
7346,Heilongjiang,China,2020-03-11,482.0,13.0
7347,Heilongjiang,China,2020-03-12,482.0,13.0
7348,Heilongjiang,China,2020-03-13,482.0,13.0
7349,Heilongjiang,China,2020-03-14,482.0,13.0
7350,Heilongjiang,China,2020-03-15,482.0,13.0
7351,Heilongjiang,China,2020-03-16,482.0,13.0
7352,Heilongjiang,China,2020-03-17,482.0,13.0
7353,Heilongjiang,China,2020-03-18,482.0,13.0
7354,Heilongjiang,China,2020-03-19,483.0,13.0
7355,Heilongjiang,China,2020-03-20,484.0,13.0
7356,Heilongjiang,China,2020-03-21,484.0,13.0
7357,Heilongjiang,China,2020-03-22,484.0,13.0
7358,Heilongjiang,China,2020-03-23,484.0,13.0
7359,Heilongjiang,China,2020-03-24,484.0,13.0
7360,Heilongjiang,China,2020-03-25,484.0,13.0
7361,Heilongjiang,China,2020-03-26,484.0,13.0
7362,Heilongjiang,China,2020-03-27,484.0,13.0
7363,Heilongjiang,China,2020-03-28,484.0,13.0
7364,Heilongjiang,China,2020-03-29,484.0,13.0
7365,Heilongjiang,China,2020-03-30,484.0,13.0
7366,Heilongjiang,China,2020-03-31,484.0,13.0
7367,Heilongjiang,China,2020-04-01,484.0,13.0
7368,Heilongjiang,China,2020-04-02,488.0,13.0
7369,Heilongjiang,China,2020-04-03,489.0,13.0
7370,Heilongjiang,China,2020-04-04,491.0,13.0
7371,Heilongjiang,China,2020-04-05,504.0,13.0
7372,Heilongjiang,China,2020-04-06,524.0,13.0
7373,Heilongjiang,China,2020-04-07,544.0,13.0
7374,Heilongjiang,China,2020-04-08,569.0,13.0
7375,Heilongjiang,China,2020-04-09,609.0,13.0
7376,Heilongjiang,China,2020-04-10,638.0,13.0
7377,Heilongjiang,China,2020-04-11,661.0,13.0
7378,Heilongjiang,China,2020-04-12,684.0,13.0
7379,Heilongjiang,China,2020-04-13,740.0,13.0
7380,Heilongjiang,China,2020-04-14,819.0,13.0
7381,Heilongjiang,China,2020-04-15,841.0,13.0
7382,Heilongjiang,China,2020-04-16,861.0,13.0
7383,Heilongjiang,China,2020-04-17,872.0,13.0
7384,Heilongjiang,China,2020-04-18,892.0,13.0
7385,Heilongjiang,China,2020-04-19,898.0,13.0
7386,Heilongjiang,China,2020-04-20,905.0,13.0
7387,Heilongjiang,China,2020-04-21,913.0,13.0
7411,Henan,China,2020-01-22,5.0,0.0
7412,Henan,China,2020-01-23,5.0,0.0
7413,Henan,China,2020-01-24,9.0,0.0
7414,Henan,China,2020-01-25,32.0,0.0
7415,Henan,China,2020-01-26,83.0,1.0
7416,Henan,China,2020-01-27,128.0,1.0
7417,Henan,China,2020-01-28,168.0,1.0
7418,Henan,China,2020-01-29,206.0,2.0
7419,Henan,China,2020-01-30,278.0,2.0
7420,Henan,China,2020-01-31,352.0,2.0
7421,Henan,China,2020-02-01,422.0,2.0
7422,Henan,China,2020-02-02,493.0,2.0
7423,Henan,China,2020-02-03,566.0,2.0
7424,Henan,China,2020-02-04,675.0,2.0
7425,Henan,China,2020-02-05,764.0,2.0
7426,Henan,China,2020-02-06,851.0,2.0
7427,Henan,China,2020-02-07,914.0,3.0
7428,Henan,China,2020-02-08,981.0,4.0
7429,Henan,China,2020-02-09,1033.0,6.0
7430,Henan,China,2020-02-10,1073.0,6.0
7431,Henan,China,2020-02-11,1105.0,7.0
7432,Henan,China,2020-02-12,1135.0,8.0
7433,Henan,China,2020-02-13,1169.0,10.0
7434,Henan,China,2020-02-14,1184.0,11.0
7435,Henan,China,2020-02-15,1212.0,13.0
7436,Henan,China,2020-02-16,1231.0,13.0
7437,Henan,China,2020-02-17,1246.0,16.0
7438,Henan,China,2020-02-18,1257.0,19.0
7439,Henan,China,2020-02-19,1262.0,19.0
7440,Henan,China,2020-02-20,1265.0,19.0
7441,Henan,China,2020-02-21,1267.0,19.0
7442,Henan,China,2020-02-22,1270.0,19.0
7443,Henan,China,2020-02-23,1271.0,19.0
7444,Henan,China,2020-02-24,1271.0,19.0
7445,Henan,China,2020-02-25,1271.0,19.0
7446,Henan,China,2020-02-26,1271.0,19.0
7447,Henan,China,2020-02-27,1272.0,20.0
7448,Henan,China,2020-02-28,1272.0,20.0
7449,Henan,China,2020-02-29,1272.0,21.0
7450,Henan,China,2020-03-01,1272.0,22.0
7451,Henan,China,2020-03-02,1272.0,22.0
7452,Henan,China,2020-03-03,1272.0,22.0
7453,Henan,China,2020-03-04,1272.0,22.0
7454,Henan,China,2020-03-05,1272.0,22.0
7455,Henan,China,2020-03-06,1272.0,22.0
7456,Henan,China,2020-03-07,1272.0,22.0
7457,Henan,China,2020-03-08,1272.0,22.0
7458,Henan,China,2020-03-09,1272.0,22.0
7459,Henan,China,2020-03-10,1272.0,22.0
7460,Henan,China,2020-03-11,1273.0,22.0
7461,Henan,China,2020-03-12,1273.0,22.0
7462,Henan,China,2020-03-13,1273.0,22.0
7463,Henan,China,2020-03-14,1273.0,22.0
7464,Henan,China,2020-03-15,1273.0,22.0
7465,Henan,China,2020-03-16,1273.0,22.0
7466,Henan,China,2020-03-17,1273.0,22.0
7467,Henan,China,2020-03-18,1273.0,22.0
7468,Henan,China,2020-03-19,1273.0,22.0
7469,Henan,China,2020-03-20,1273.0,22.0
7470,Henan,China,2020-03-21,1273.0,22.0
7471,Henan,China,2020-03-22,1274.0,22.0
7472,Henan,China,2020-03-23,1274.0,22.0
7473,Henan,China,2020-03-24,1274.0,22.0
7474,Henan,China,2020-03-25,1274.0,22.0
7475,Henan,China,2020-03-26,1275.0,22.0
7476,Henan,China,2020-03-27,1275.0,22.0
7477,Henan,China,2020-03-28,1275.0,22.0
7478,Henan,China,2020-03-29,1276.0,22.0
7479,Henan,China,2020-03-30,1276.0,22.0
7480,Henan,China,2020-03-31,1276.0,22.0
7481,Henan,China,2020-04-01,1276.0,22.0
7482,Henan,China,2020-04-02,1276.0,22.0
7483,Henan,China,2020-04-03,1276.0,22.0
7484,Henan,China,2020-04-04,1276.0,22.0
7485,Henan,China,2020-04-05,1276.0,22.0
7486,Henan,China,2020-04-06,1276.0,22.0
7487,Henan,China,2020-04-07,1276.0,22.0
7488,Henan,China,2020-04-08,1276.0,22.0
7489,Henan,China,2020-04-09,1276.0,22.0
7490,Henan,China,2020-04-10,1276.0,22.0
7491,Henan,China,2020-04-11,1276.0,22.0
7492,Henan,China,2020-04-12,1276.0,22.0
7493,Henan,China,2020-04-13,1276.0,22.0
7494,Henan,China,2020-04-14,1276.0,22.0
7495,Henan,China,2020-04-15,1276.0,22.0
7496,Henan,China,2020-04-16,1276.0,22.0
7497,Henan,China,2020-04-17,1276.0,22.0
7498,Henan,China,2020-04-18,1276.0,22.0
7499,Henan,China,2020-04-19,1276.0,22.0
7500,Henan,China,2020-04-20,1276.0,22.0
7501,Henan,China,2020-04-21,1276.0,22.0
7525,Hong Kong,China,2020-01-22,0.0,0.0
7526,Hong Kong,China,2020-01-23,2.0,0.0
7527,Hong Kong,China,2020-01-24,2.0,0.0
7528,Hong Kong,China,2020-01-25,5.0,0.0
7529,Hong Kong,China,2020-01-26,8.0,0.0
7530,Hong Kong,China,2020-01-27,8.0,0.0
7531,Hong Kong,China,2020-01-28,8.0,0.0
7532,Hong Kong,China,2020-01-29,10.0,0.0
7533,Hong Kong,China,2020-01-30,10.0,0.0
7534,Hong Kong,China,2020-01-31,12.0,0.0
7535,Hong Kong,China,2020-02-01,13.0,0.0
7536,Hong Kong,China,2020-02-02,15.0,0.0
7537,Hong Kong,China,2020-02-03,15.0,0.0
7538,Hong Kong,China,2020-02-04,17.0,1.0
7539,Hong Kong,China,2020-02-05,21.0,1.0
